Season/Team,is_goalie,Passing,Receiving,Frequency,Passing_Sum_Frequency,Pass Probability,player_id_x,season_starts_x,average_location_x,row_id_x,player_id_y,season_starts_y,average_location_y,row_id_y,pass_completed,source,target,source_x,source_y,target_x,target_y
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Ronaldo de Assis Moreira,149.0,783.5,0.190172304,5503,23,"[75.86988636363634, 51.0440340909091]",2,25879,23,"[72.29072681704261, 27.31804511278195]",3,2.3745019920318726,Lionel Andrés Messi Cuccittini,Ronaldo de Assis Moreira,0.6322490530303029,0.6380504261363638,0.6024227234753551,0.34147556390977435
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Gianluca Zambrotta,70.0,783.5,0.089342693,5503,23,"[75.86988636363634, 51.0440340909091]",2,15774,21,"[51.58337801608577, 56.95093833780166]",5,1.1155378486055776,Lionel Andrés Messi Cuccittini,Gianluca Zambrotta,0.6322490530303029,0.6380504261363638,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Giovanni van Bronckhorst,18.0,354.0,0.050847458,20176,26,"[12.457487922705308, 41.81787439613525]",0,17797,15,"[53.05326086956522, 12.144927536231886]",10,0.2868525896414343,Víctor Valdés Arribas,Giovanni van Bronckhorst,0.10381239935587756,0.5227234299516906,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Samuel Eto''o Fils,13.0,354.0,0.036723164,20176,26,"[12.457487922705308, 41.81787439613525]",0,19298,17,"[77.00602409638556, 34.99397590361444]",9,0.20717131474103587,Víctor Valdés Arribas,Samuel Eto''o Fils,0.10381239935587756,0.5227234299516906,0.6417168674698797,0.43742469879518053
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Ronaldo de Assis Moreira,170.0,1181.0,0.143945809,5216,20,"[56.21435331230283, 38.363091482649835]",7,25879,23,"[72.29072681704261, 27.31804511278195]",3,2.7091633466135456,Andrés Iniesta Luján,Ronaldo de Assis Moreira,0.46845294426919026,0.4795386435331229,0.6024227234753551,0.34147556390977435
La Liga 2006/2007 Barcelona,0,Ronaldo de Assis Moreira,Andrés Iniesta Luján,95.0,853.0,0.11137163,25879,23,"[72.29072681704261, 27.31804511278195]",3,5216,20,"[56.21435331230283, 38.363091482649835]",7,1.5139442231075697,Ronaldo de Assis Moreira,Andrés Iniesta Luján,0.6024227234753551,0.34147556390977435,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Samuel Eto''o Fils,78.0,1181.0,0.066045724,5216,20,"[56.21435331230283, 38.363091482649835]",7,19298,17,"[77.00602409638556, 34.99397590361444]",9,1.2430278884462151,Andrés Iniesta Luján,Samuel Eto''o Fils,0.46845294426919026,0.4795386435331229,0.6417168674698797,0.43742469879518053
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Andrés Iniesta Luján,81.0,783.5,0.103382259,5503,23,"[75.86988636363634, 51.0440340909091]",2,5216,20,"[56.21435331230283, 38.363091482649835]",7,1.2908366533864541,Lionel Andrés Messi Cuccittini,Andrés Iniesta Luján,0.6322490530303029,0.6380504261363638,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Giovanni van Bronckhorst,91.0,1181.0,0.077053345,5216,20,"[56.21435331230283, 38.363091482649835]",7,17797,15,"[53.05326086956522, 12.144927536231886]",10,1.450199203187251,Andrés Iniesta Luján,Giovanni van Bronckhorst,0.46845294426919026,0.4795386435331229,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,0,Giovanni van Bronckhorst,Andrés Iniesta Luján,86.0,661.0,0.1301059,17797,15,"[53.05326086956522, 12.144927536231886]",10,5216,20,"[56.21435331230283, 38.363091482649835]",7,1.3705179282868525,Giovanni van Bronckhorst,Andrés Iniesta Luján,0.44211050724637685,0.15181159420289858,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Giovanni van Bronckhorst,15.0,464.0,0.032327586,19298,17,"[77.00602409638556, 34.99397590361444]",9,17797,15,"[53.05326086956522, 12.144927536231886]",10,0.23904382470119523,Samuel Eto''o Fils,Giovanni van Bronckhorst,0.6417168674698797,0.43742469879518053,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,0,Xavier Hernández Creus,Andrés Iniesta Luján,251.0,1381.5,0.181686573,20131,22,"[58.79875311720693, 45.45374064837906]",4,5216,20,"[56.21435331230283, 38.363091482649835]",7,4.0,Xavier Hernández Creus,Andrés Iniesta Luján,0.48998960931005775,0.5681717581047383,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Xavier Hernández Creus,232.0,1181.0,0.196443692,5216,20,"[56.21435331230283, 38.363091482649835]",7,20131,22,"[58.79875311720693, 45.45374064837906]",4,3.697211155378486,Andrés Iniesta Luján,Xavier Hernández Creus,0.46845294426919026,0.4795386435331229,0.48998960931005775,0.5681717581047383
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Lionel Andrés Messi Cuccittini,121.0,1181.0,0.102455546,5216,20,"[56.21435331230283, 38.363091482649835]",7,5503,23,"[75.86988636363634, 51.0440340909091]",2,1.9282868525896415,Andrés Iniesta Luján,Lionel Andrés Messi Cuccittini,0.46845294426919026,0.4795386435331229,0.6322490530303029,0.6380504261363638
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Andrés Iniesta Luján,88.0,885.0,0.099435028,15774,21,"[51.58337801608577, 56.95093833780166]",5,5216,20,"[56.21435331230283, 38.363091482649835]",7,1.402390438247012,Gianluca Zambrotta,Andrés Iniesta Luján,0.4298614834673814,0.7118867292225207,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Carles Puyol i Saforcada,92.0,1181.0,0.077900085,5216,20,"[56.21435331230283, 38.363091482649835]",7,20125,23,"[37.96269531250002, 30.09843749999999]",1,1.4661354581673307,Andrés Iniesta Luján,Carles Puyol i Saforcada,0.46845294426919026,0.4795386435331229,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,0,Carles Puyol i Saforcada,Andrés Iniesta Luján,144.0,948.5,0.151818661,20125,23,"[37.96269531250002, 30.09843749999999]",1,5216,20,"[56.21435331230283, 38.363091482649835]",7,2.2948207171314743,Carles Puyol i Saforcada,Andrés Iniesta Luján,0.3163557942708335,0.3762304687499999,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Giovanni van Bronckhorst,22.0,783.5,0.028079132,5503,23,"[75.86988636363634, 51.0440340909091]",2,17797,15,"[53.05326086956522, 12.144927536231886]",10,0.350597609561753,Lionel Andrés Messi Cuccittini,Giovanni van Bronckhorst,0.6322490530303029,0.6380504261363638,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Carles Puyol i Saforcada,9.0,783.5,0.011486918,5503,23,"[75.86988636363634, 51.0440340909091]",2,20125,23,"[37.96269531250002, 30.09843749999999]",1,0.14342629482071714,Lionel Andrés Messi Cuccittini,Carles Puyol i Saforcada,0.6322490530303029,0.6380504261363638,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,0,Lilian Thuram,Andrés Iniesta Luján,125.0,817.0,0.152998776,15071,18,"[34.90507726269319, 51.78697571743927]",8,5216,20,"[56.21435331230283, 38.363091482649835]",7,1.9920318725099602,Lilian Thuram,Andrés Iniesta Luján,0.2908756438557766,0.6473371964679908,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Andrés Iniesta Luján,43.0,464.0,0.092672414,19298,17,"[77.00602409638556, 34.99397590361444]",9,5216,20,"[56.21435331230283, 38.363091482649835]",7,0.6852589641434262,Samuel Eto''o Fils,Andrés Iniesta Luján,0.6417168674698797,0.43742469879518053,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Lilian Thuram,Ronaldo de Assis Moreira,21.0,817.0,0.025703794,15071,18,"[34.90507726269319, 51.78697571743927]",8,25879,23,"[72.29072681704261, 27.31804511278195]",3,0.3346613545816733,Lilian Thuram,Ronaldo de Assis Moreira,0.2908756438557766,0.6473371964679908,0.6024227234753551,0.34147556390977435
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Andrés Iniesta Luján,26.0,354.0,0.073446328,20176,26,"[12.457487922705308, 41.81787439613525]",0,5216,20,"[56.21435331230283, 38.363091482649835]",7,0.41434262948207173,Víctor Valdés Arribas,Andrés Iniesta Luján,0.10381239935587756,0.5227234299516906,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Anderson Luís de Souza,186.0,1181.0,0.157493649,5216,20,"[56.21435331230283, 38.363091482649835]",7,19757,21,"[63.57812499999997, 33.80243055555558]",6,2.9641434262948207,Andrés Iniesta Luján,Anderson Luís de Souza,0.46845294426919026,0.4795386435331229,0.5298177083333331,0.42253038194444476
La Liga 2006/2007 Barcelona,0,Carles Puyol i Saforcada,Lionel Andrés Messi Cuccittini,13.0,948.5,0.013705851,20125,23,"[37.96269531250002, 30.09843749999999]",1,5503,23,"[75.86988636363634, 51.0440340909091]",2,0.20717131474103587,Carles Puyol i Saforcada,Lionel Andrés Messi Cuccittini,0.3163557942708335,0.3762304687499999,0.6322490530303029,0.6380504261363638
La Liga 2006/2007 Barcelona,0,Ronaldo de Assis Moreira,Carles Puyol i Saforcada,24.0,853.0,0.028135991,25879,23,"[72.29072681704261, 27.31804511278195]",3,20125,23,"[37.96269531250002, 30.09843749999999]",1,0.38247011952191234,Ronaldo de Assis Moreira,Carles Puyol i Saforcada,0.6024227234753551,0.34147556390977435,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Lilian Thuram,85.0,1181.0,0.071972904,5216,20,"[56.21435331230283, 38.363091482649835]",7,15071,18,"[34.90507726269319, 51.78697571743927]",8,1.3545816733067728,Andrés Iniesta Luján,Lilian Thuram,0.46845294426919026,0.4795386435331229,0.2908756438557766,0.6473371964679908
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Lionel Andrés Messi Cuccittini,6.0,354.0,0.016949153,20176,26,"[12.457487922705308, 41.81787439613525]",0,5503,23,"[75.86988636363634, 51.0440340909091]",2,0.09561752988047809,Víctor Valdés Arribas,Lionel Andrés Messi Cuccittini,0.10381239935587756,0.5227234299516906,0.6322490530303029,0.6380504261363638
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Anderson Luís de Souza,20.0,354.0,0.056497175,20176,26,"[12.457487922705308, 41.81787439613525]",0,19757,21,"[63.57812499999997, 33.80243055555558]",6,0.3187250996015936,Víctor Valdés Arribas,Anderson Luís de Souza,0.10381239935587756,0.5227234299516906,0.5298177083333331,0.42253038194444476
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Gianluca Zambrotta,79.0,1181.0,0.066892464,5216,20,"[56.21435331230283, 38.363091482649835]",7,15774,21,"[51.58337801608577, 56.95093833780166]",5,1.2589641434262948,Andrés Iniesta Luján,Gianluca Zambrotta,0.46845294426919026,0.4795386435331229,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,0,Anderson Luís de Souza,Andrés Iniesta Luján,150.0,1067.0,0.140581068,19757,21,"[63.57812499999997, 33.80243055555558]",6,5216,20,"[56.21435331230283, 38.363091482649835]",7,2.3904382470119523,Anderson Luís de Souza,Andrés Iniesta Luján,0.5298177083333331,0.42253038194444476,0.46845294426919026,0.4795386435331229
La Liga 2006/2007 Barcelona,0,Carles Puyol i Saforcada,Gianluca Zambrotta,51.0,948.5,0.053769109,20125,23,"[37.96269531250002, 30.09843749999999]",1,15774,21,"[51.58337801608577, 56.95093833780166]",5,0.8127490039840638,Carles Puyol i Saforcada,Gianluca Zambrotta,0.3163557942708335,0.3762304687499999,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Carles Puyol i Saforcada,70.0,885.0,0.079096045,15774,21,"[51.58337801608577, 56.95093833780166]",5,20125,23,"[37.96269531250002, 30.09843749999999]",1,1.1155378486055776,Gianluca Zambrotta,Carles Puyol i Saforcada,0.4298614834673814,0.7118867292225207,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Xavier Hernández Creus,25.0,354.0,0.070621469,20176,26,"[12.457487922705308, 41.81787439613525]",0,20131,22,"[58.79875311720693, 45.45374064837906]",4,0.398406374501992,Víctor Valdés Arribas,Xavier Hernández Creus,0.10381239935587756,0.5227234299516906,0.48998960931005775,0.5681717581047383
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Ronaldo de Assis Moreira,62.0,885.0,0.070056497,15774,21,"[51.58337801608577, 56.95093833780166]",5,25879,23,"[72.29072681704261, 27.31804511278195]",3,0.9880478087649402,Gianluca Zambrotta,Ronaldo de Assis Moreira,0.4298614834673814,0.7118867292225207,0.6024227234753551,0.34147556390977435
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Víctor Valdés Arribas,31.0,885.0,0.035028249,15774,21,"[51.58337801608577, 56.95093833780166]",5,20176,26,"[12.457487922705308, 41.81787439613525]",0,0.4940239043824701,Gianluca Zambrotta,Víctor Valdés Arribas,0.4298614834673814,0.7118867292225207,0.10381239935587756,0.5227234299516906
La Liga 2006/2007 Barcelona,0,Carles Puyol i Saforcada,Samuel Eto''o Fils,14.0,948.5,0.014760148,20125,23,"[37.96269531250002, 30.09843749999999]",1,19298,17,"[77.00602409638556, 34.99397590361444]",9,0.22310756972111553,Carles Puyol i Saforcada,Samuel Eto''o Fils,0.3163557942708335,0.3762304687499999,0.6417168674698797,0.43742469879518053
La Liga 2006/2007 Barcelona,0,Giovanni van Bronckhorst,Lilian Thuram,28.0,661.0,0.042360061,17797,15,"[53.05326086956522, 12.144927536231886]",10,15071,18,"[34.90507726269319, 51.78697571743927]",8,0.44621513944223107,Giovanni van Bronckhorst,Lilian Thuram,0.44211050724637685,0.15181159420289858,0.2908756438557766,0.6473371964679908
La Liga 2006/2007 Barcelona,0,Lilian Thuram,Giovanni van Bronckhorst,25.0,817.0,0.030599755,15071,18,"[34.90507726269319, 51.78697571743927]",8,17797,15,"[53.05326086956522, 12.144927536231886]",10,0.398406374501992,Lilian Thuram,Giovanni van Bronckhorst,0.2908756438557766,0.6473371964679908,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Gianluca Zambrotta,26.0,464.0,0.056034483,19298,17,"[77.00602409638556, 34.99397590361444]",9,15774,21,"[51.58337801608577, 56.95093833780166]",5,0.41434262948207173,Samuel Eto''o Fils,Gianluca Zambrotta,0.6417168674698797,0.43742469879518053,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,0,Xavier Hernández Creus,Víctor Valdés Arribas,5.0,1381.5,0.003619254,20131,22,"[58.79875311720693, 45.45374064837906]",4,20176,26,"[12.457487922705308, 41.81787439613525]",0,0.0796812749003984,Xavier Hernández Creus,Víctor Valdés Arribas,0.48998960931005775,0.5681717581047383,0.10381239935587756,0.5227234299516906
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Lilian Thuram,4.0,464.0,0.00862069,19298,17,"[77.00602409638556, 34.99397590361444]",9,15071,18,"[34.90507726269319, 51.78697571743927]",8,0.06374501992031872,Samuel Eto''o Fils,Lilian Thuram,0.6417168674698797,0.43742469879518053,0.2908756438557766,0.6473371964679908
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Víctor Valdés Arribas,1.0,783.5,0.001276324,5503,23,"[75.86988636363634, 51.0440340909091]",2,20176,26,"[12.457487922705308, 41.81787439613525]",0,0.01593625498007968,Lionel Andrés Messi Cuccittini,Víctor Valdés Arribas,0.6322490530303029,0.6380504261363638,0.10381239935587756,0.5227234299516906
La Liga 2006/2007 Barcelona,0,Ronaldo de Assis Moreira,Gianluca Zambrotta,47.0,853.0,0.055099648,25879,23,"[72.29072681704261, 27.31804511278195]",3,15774,21,"[51.58337801608577, 56.95093833780166]",5,0.749003984063745,Ronaldo de Assis Moreira,Gianluca Zambrotta,0.6024227234753551,0.34147556390977435,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,0,Giovanni van Bronckhorst,Gianluca Zambrotta,6.0,661.0,0.009077156,17797,15,"[53.05326086956522, 12.144927536231886]",10,15774,21,"[51.58337801608577, 56.95093833780166]",5,0.09561752988047809,Giovanni van Bronckhorst,Gianluca Zambrotta,0.44211050724637685,0.15181159420289858,0.4298614834673814,0.7118867292225207
La Liga 2006/2007 Barcelona,0,Anderson Luís de Souza,Víctor Valdés Arribas,4.0,1067.0,0.003748828,19757,21,"[63.57812499999997, 33.80243055555558]",6,20176,26,"[12.457487922705308, 41.81787439613525]",0,0.06374501992031872,Anderson Luís de Souza,Víctor Valdés Arribas,0.5298177083333331,0.42253038194444476,0.10381239935587756,0.5227234299516906
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Carles Puyol i Saforcada,3.0,464.0,0.006465517,19298,17,"[77.00602409638556, 34.99397590361444]",9,20125,23,"[37.96269531250002, 30.09843749999999]",1,0.04780876494023904,Samuel Eto''o Fils,Carles Puyol i Saforcada,0.6417168674698797,0.43742469879518053,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Samuel Eto''o Fils,31.0,885.0,0.035028249,15774,21,"[51.58337801608577, 56.95093833780166]",5,19298,17,"[77.00602409638556, 34.99397590361444]",9,0.4940239043824701,Gianluca Zambrotta,Samuel Eto''o Fils,0.4298614834673814,0.7118867292225207,0.6417168674698797,0.43742469879518053
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Víctor Valdés Arribas,8.0,1181.0,0.00677392,5216,20,"[56.21435331230283, 38.363091482649835]",7,20176,26,"[12.457487922705308, 41.81787439613525]",0,0.12749003984063745,Andrés Iniesta Luján,Víctor Valdés Arribas,0.46845294426919026,0.4795386435331229,0.10381239935587756,0.5227234299516906
La Liga 2006/2007 Barcelona,0,Ronaldo de Assis Moreira,Lilian Thuram,4.0,853.0,0.004689332,25879,23,"[72.29072681704261, 27.31804511278195]",3,15071,18,"[34.90507726269319, 51.78697571743927]",8,0.06374501992031872,Ronaldo de Assis Moreira,Lilian Thuram,0.6024227234753551,0.34147556390977435,0.2908756438557766,0.6473371964679908
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Giovanni van Bronckhorst,1.0,885.0,0.001129944,15774,21,"[51.58337801608577, 56.95093833780166]",5,17797,15,"[53.05326086956522, 12.144927536231886]",10,0.01593625498007968,Gianluca Zambrotta,Giovanni van Bronckhorst,0.4298614834673814,0.7118867292225207,0.44211050724637685,0.15181159420289858
La Liga 2006/2007 Barcelona,1,Víctor Valdés Arribas,Shot,0.0,354.0,0.0,20176,26,"[12.457487922705308, 41.81787439613525]",0,1111111111,26,"[120, 40]",11,0.0,Víctor Valdés Arribas,Shot,0.10381239935587756,0.5227234299516906,1.0,0.5
La Liga 2006/2007 Barcelona,0,Carles Puyol i Saforcada,Shot,13.5,948.5,0.014232999,20125,23,"[37.96269531250002, 30.09843749999999]",1,1111111111,26,"[120, 40]",11,0.2151394422310757,Carles Puyol i Saforcada,Shot,0.3163557942708335,0.3762304687499999,1.0,0.5
La Liga 2006/2007 Barcelona,0,Lionel Andrés Messi Cuccittini,Shot,94.5,783.5,0.120612636,5503,23,"[75.86988636363634, 51.0440340909091]",2,1111111111,26,"[120, 40]",11,1.5059760956175299,Lionel Andrés Messi Cuccittini,Shot,0.6322490530303029,0.6380504261363638,1.0,0.5
La Liga 2006/2007 Barcelona,0,Ronaldo de Assis Moreira,Shot,138.0,853.0,0.161781946,25879,23,"[72.29072681704261, 27.31804511278195]",3,1111111111,26,"[120, 40]",11,2.199203187250996,Ronaldo de Assis Moreira,Shot,0.6024227234753551,0.34147556390977435,1.0,0.5
La Liga 2006/2007 Barcelona,0,Xavier Hernández Creus,Shot,34.5,1381.5,0.024972856,20131,22,"[58.79875311720693, 45.45374064837906]",4,1111111111,26,"[120, 40]",11,0.549800796812749,Xavier Hernández Creus,Shot,0.48998960931005775,0.5681717581047383,1.0,0.5
La Liga 2006/2007 Barcelona,0,Gianluca Zambrotta,Shot,21.0,885.0,0.023728814,15774,21,"[51.58337801608577, 56.95093833780166]",5,1111111111,26,"[120, 40]",11,0.3346613545816733,Gianluca Zambrotta,Shot,0.4298614834673814,0.7118867292225207,1.0,0.5
La Liga 2006/2007 Barcelona,0,Anderson Luís de Souza,Shot,57.0,1067.0,0.053420806,19757,21,"[63.57812499999997, 33.80243055555558]",6,1111111111,26,"[120, 40]",11,0.9083665338645418,Anderson Luís de Souza,Shot,0.5298177083333331,0.42253038194444476,1.0,0.5
La Liga 2006/2007 Barcelona,0,Andrés Iniesta Luján,Shot,39.0,1181.0,0.033022862,5216,20,"[56.21435331230283, 38.363091482649835]",7,1111111111,26,"[120, 40]",11,0.6215139442231076,Andrés Iniesta Luján,Shot,0.46845294426919026,0.4795386435331229,1.0,0.5
La Liga 2006/2007 Barcelona,0,Lilian Thuram,Shot,0.0,817.0,0.0,15071,18,"[34.90507726269319, 51.78697571743927]",8,1111111111,26,"[120, 40]",11,0.0,Lilian Thuram,Shot,0.2908756438557766,0.6473371964679908,1.0,0.5
La Liga 2006/2007 Barcelona,0,Samuel Eto''o Fils,Shot,105.0,464.0,0.226293103,19298,17,"[77.00602409638556, 34.99397590361444]",9,1111111111,26,"[120, 40]",11,1.6733067729083666,Samuel Eto''o Fils,Shot,0.6417168674698797,0.43742469879518053,1.0,0.5
La Liga 2006/2007 Barcelona,0,Giovanni van Bronckhorst,Shot,15.0,661.0,0.02269289,17797,15,"[53.05326086956522, 12.144927536231886]",10,1111111111,26,"[120, 40]",11,0.23904382470119523,Giovanni van Bronckhorst,Shot,0.44211050724637685,0.15181159420289858,1.0,0.5
